tick,hour,weather,total_entities,alive_total,dead_total,births_total,deaths_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,min_thirst,max_thirst,min_hunger,max_hunger,desperate_count,sleeping_count,drinking_count,grazing_count,foraging_count,hunting_count,fleeing_count,water_drinkers,water_capacity,water_utilization_pct,grazers,grazing_capacity,grazing_utilization_pct,insect_feeders,insect_capacity,insect_utilization_pct,rangers,jeeps,active_long_trips,jeep_seats_taken,jeep_seat_capacity,jeep_occupancy_pct,avg_jeep_fuel,min_jeep_fuel,total_sightings,active_poachers,poacher_spawns_total,poachers_arrested_total,poachers_escaped_total,poached_animals_total,temporary_camps,temporary_camps_created,deaths_thirst,deaths_starvation,deaths_hunting,births_this_tick,deaths_this_tick,poachers_arrested_this_tick,poachers_escaped_this_tick,poached_animals_this_tick
927,15,RAIN,274,137,98,143,98,126,3,8,29.8,26.1,0,58,0,59,0,6,6,6,0,0,2,6,51,11.8,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
928,16,RAIN,274,137,98,143,98,126,3,8,30.0,26.0,0,52,0,57,0,6,4,4,0,0,3,4,51,7.8,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
929,17,RAIN,274,137,98,143,98,126,3,8,30.3,26.4,0,53,0,58,0,6,6,2,0,0,3,6,51,11.8,2,46,4.3,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
930,18,RAIN,274,137,98,143,98,126,3,8,30.3,27.3,0,53,0,59,0,81,4,4,0,0,1,4,51,7.8,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
931,19,RAIN,274,137,98,143,98,126,3,8,30.6,27.5,0,54,1,60,0,79,5,6,0,0,1,5,51,9.8,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
932,20,RAIN,274,137,98,143,98,126,3,8,30.8,27.4,0,55,0,61,0,73,8,5,0,0,2,8,51,15.7,5,46,10.9,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
933,21,RAIN,274,137,98,143,98,126,3,8,30.3,27.8,0,54,0,62,0,74,8,5,0,0,2,8,51,15.7,5,46,10.9,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
934,22,RAIN,274,137,98,143,98,126,3,8,29.9,28.0,0,54,0,63,0,74,8,6,0,0,1,8,51,15.7,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
935,23,RAIN,274,137,98,143,98,126,3,8,29.9,27.9,0,55,0,64,0,75,9,3,0,0,1,9,51,17.6,3,46,6.5,0,22,0.0,4,4,0,19,30,63.3,151.0,150,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
936,0,RAIN,277,140,98,146,98,129,3,8,29.3,28.1,0,56,0,65,0,76,7,6,0,0,2,7,51,13.7,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,149.5,148,1,1,31,2,28,4,3,9,50,7,37,3,0,0,0,0
937,1,RAIN,277,140,98,146,98,129,3,8,29.1,28.3,0,57,0,66,0,77,8,8,0,0,1,8,51,15.7,8,46,17.4,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
938,2,RAIN,277,140,98,146,98,129,3,8,28.7,27.9,0,55,0,67,0,78,6,6,0,0,0,6,51,11.8,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
939,3,RAIN,277,140,98,146,98,129,3,8,28.8,27.8,0,56,0,68,0,76,8,4,0,0,1,8,51,15.7,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
940,4,RAIN,277,140,98,146,98,129,3,8,28.9,28.2,0,55,0,69,0,73,6,4,0,0,0,6,51,11.8,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
941,5,RAIN,277,140,98,146,98,129,3,8,28.9,28.7,0,56,0,70,0,72,8,2,0,0,1,8,51,15.7,2,46,4.3,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
942,6,RAIN,277,140,98,146,98,129,3,8,28.8,29.3,0,57,1,71,0,1,8,4,0,1,3,8,51,15.7,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,4,3,9,50,7,37,0,0,0,0,0
943,7,RAIN,277,139,99,146,99,128,3,8,28.3,29.8,0,58,0,71,0,1,10,3,0,1,3,10,51,19.6,3,46,6.5,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,3,9,50,7,37,0,1,0,0,1
944,8,RAIN,277,139,99,146,99,128,3,8,27.6,30.2,0,59,1,72,0,1,9,6,0,1,4,9,51,17.6,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,3,9,50,7,37,0,0,0,0,0
945,9,RAIN,277,139,99,146,99,128,3,8,27.2,30.3,0,60,0,73,0,1,12,9,1,1,5,12,51,23.5,9,46,19.6,1,22,4.5,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,3,9,50,7,37,0,0,0,0,0
946,10,RAIN,277,139,99,146,99,128,3,8,26.7,29.5,0,59,0,74,0,0,9,10,1,1,2,9,51,17.6,10,46,21.7,1,22,4.5,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,3,9,50,7,37,0,0,0,0,0
947,11,RAIN,277,139,99,146,99,128,3,8,26.0,28.7,0,60,0,75,0,0,11,13,0,1,1,11,51,21.6,13,46,28.3,0,22,0.0,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,3,9,50,7,37,0,0,0,0,0
948,12,RAIN,277,138,100,146,100,127,3,8,25.2,27.3,0,61,0,72,0,1,12,9,1,0,2,12,51,23.5,9,46,19.6,1,22,4.5,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,2,9,50,7,38,0,1,0,0,0
949,13,RAIN,277,138,100,146,100,127,3,8,24.2,26.7,0,59,0,73,0,3,15,4,1,0,2,15,51,29.4,4,46,8.7,1,22,4.5,4,4,0,19,30,63.3,149.0,148,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
950,14,RAIN,277,138,100,146,100,127,3,8,23.1,26.8,0,60,0,74,0,3,9,5,1,0,1,9,51,17.6,5,46,10.9,1,22,4.5,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
951,15,RAIN,277,138,100,146,100,127,3,8,23.0,26.7,0,61,0,75,0,3,4,4,2,0,0,4,51,7.8,4,46,8.7,2,22,9.1,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
952,16,RAIN,277,138,100,146,100,127,3,8,23.4,26.8,0,62,0,76,0,3,5,5,2,0,0,5,51,9.8,5,46,10.9,2,22,9.1,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
953,17,RAIN,277,138,100,146,100,127,3,8,23.5,26.6,1,63,0,77,0,4,9,6,1,0,0,9,51,17.6,6,46,13.0,1,22,4.5,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
954,18,RAIN,277,138,100,146,100,127,3,8,23.2,26.5,0,58,0,78,0,72,5,7,1,0,0,5,51,9.8,7,46,15.2,1,22,4.5,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
955,19,RAIN,277,138,100,146,100,127,3,8,23.3,26.5,0,59,0,71,0,72,10,8,0,0,1,10,51,19.6,8,46,17.4,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
956,20,RAIN,277,138,100,146,100,127,3,8,22.8,26.1,0,55,0,66,0,73,9,10,0,0,0,9,51,17.6,10,46,21.7,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
957,21,RAIN,277,138,100,146,100,127,3,8,22.3,25.6,0,56,0,67,0,76,7,11,0,0,0,7,51,13.7,11,46,23.9,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,31,2,28,5,2,9,50,7,38,0,0,0,0,0
958,22,RAIN,277,138,100,146,100,127,3,8,22.8,24.9,0,57,0,68,0,78,3,6,0,0,0,3,51,5.9,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,0,31,2,29,5,2,9,50,7,38,0,0,0,1,0
959,23,RAIN,277,138,100,146,100,127,3,8,23.4,24.9,0,58,0,69,0,79,5,10,0,0,0,5,51,9.8,10,46,21.7,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,0,31,2,29,5,2,9,50,7,38,0,0,0,0,0
960,0,RAIN,280,140,100,148,100,129,3,8,23.3,24.4,0,54,0,70,0,82,3,12,0,0,0,3,51,5.9,12,46,26.1,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,32,2,29,5,2,10,50,7,38,2,0,0,0,0
961,1,RAIN,280,140,100,148,100,129,3,8,23.8,23.2,0,55,0,71,0,88,6,13,0,0,0,6,51,11.8,13,46,28.3,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
962,2,RAIN,280,140,100,148,100,129,3,8,23.9,22.6,0,56,0,72,0,88,7,4,0,0,0,7,51,13.7,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,147.0,146,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
963,3,RAIN,280,140,100,148,100,129,3,8,23.6,23.2,0,52,0,73,0,93,6,4,0,0,1,6,51,11.8,4,46,8.7,0,22,0.0,4,4,0,5,30,16.7,145.8,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
964,4,RAIN,280,140,100,148,100,129,3,8,24.0,23.7,0,53,0,74,0,91,5,4,1,0,1,5,51,9.8,4,46,8.7,1,22,4.5,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
965,5,RAIN,280,140,100,148,100,129,3,8,24.5,23.8,0,53,1,75,0,91,2,5,1,0,0,2,51,3.9,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
966,6,RAIN,280,140,100,148,100,129,3,8,25.2,24.1,0,54,0,76,0,4,2,3,0,0,5,2,51,3.9,3,46,6.5,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
967,7,RAIN,280,140,100,148,100,129,3,8,26.0,24.5,0,55,1,77,0,5,4,6,0,0,3,4,51,7.8,6,46,13.0,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
968,8,RAIN,280,140,100,148,100,129,3,8,26.2,24.6,2,51,0,66,0,5,5,7,1,0,4,5,51,9.8,7,46,15.2,1,22,4.5,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
969,9,RAIN,280,140,100,148,100,129,3,8,26.4,24.1,0,52,1,67,0,5,5,8,1,0,6,5,51,9.8,8,46,17.4,1,22,4.5,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
970,10,RAIN,280,140,100,148,100,129,3,8,26.9,23.7,0,53,0,68,0,5,7,3,1,0,3,7,51,13.7,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
971,11,RAIN,280,140,100,148,100,129,3,8,26.6,24.2,0,54,0,69,0,4,7,7,0,0,4,7,51,13.7,7,46,15.2,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
972,12,RAIN,280,140,100,148,100,129,3,8,26.4,23.9,0,55,0,70,0,5,3,9,0,0,4,3,51,5.9,9,46,19.6,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
973,13,RAIN,280,140,100,148,100,129,3,8,26.9,23.3,0,56,0,71,0,5,5,6,0,0,5,5,51,9.8,6,46,13.0,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
974,14,RAIN,280,140,100,148,100,129,3,8,27.1,23.6,0,57,0,72,0,6,8,4,0,0,4,8,51,15.7,4,46,8.7,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
975,15,RAIN,280,140,100,148,100,129,3,8,26.8,23.8,0,54,1,73,0,6,6,5,0,0,3,6,51,11.8,5,46,10.9,0,22,0.0,4,4,0,0,30,0.0,145.5,144,1,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
976,16,RAIN,280,140,100,148,100,129,3,8,26.6,24.1,0,55,0,74,0,6,6,2,0,0,2,6,51,11.8,2,46,4.3,0,22,0.0,4,4,0,3,30,10.0,148.2,143,0,1,32,2,29,5,2,10,50,7,38,0,0,0,0,0
977,17,RAIN,280,139,101,148,101,128,3,8,27.1,24.8,0,56,0,75,0,6,2,0,1,0,4,2,51,3.9,0,46,0.0,1,22,4.5,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,1,0,0,1
978,18,RAIN,280,139,101,148,101,128,3,8,27.8,25.6,0,57,1,76,0,100,4,3,1,0,1,4,51,7.8,3,46,6.5,1,22,4.5,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
979,19,RAIN,280,139,101,148,101,128,3,8,28.1,25.8,0,58,2,77,0,96,6,3,1,0,4,6,51,11.8,3,46,6.5,1,22,4.5,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
980,20,RAIN,280,139,101,148,101,128,3,8,28.0,26.2,0,53,0,78,0,91,3,2,0,0,4,3,51,5.9,2,46,4.3,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
981,21,RAIN,280,139,101,148,101,128,3,8,28.4,27.0,1,54,0,79,0,91,5,4,0,0,1,5,51,9.8,4,46,8.7,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
982,22,RAIN,280,139,101,148,101,128,3,8,28.9,27.3,0,55,0,74,0,85,5,6,0,0,2,5,51,9.8,6,46,13.0,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
983,23,RAIN,280,139,101,148,101,128,3,8,29.0,27.2,0,56,0,75,0,86,6,7,0,0,1,6,51,11.8,7,46,15.2,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,2,10,50,7,38,0,0,0,0,0
984,0,RAIN,281,140,101,149,101,129,3,8,29.0,27.1,0,57,0,76,0,84,3,5,0,0,0,3,51,5.9,5,46,10.9,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,1,10,50,7,38,1,0,0,0,0
985,1,RAIN,281,140,101,149,101,129,3,8,29.4,27.3,1,58,0,77,0,90,4,5,0,0,0,4,51,7.8,5,46,10.9,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,1,32,2,29,6,1,10,50,7,38,0,0,0,0,0
986,2,RAIN,281,140,101,149,101,129,3,8,30.0,27.6,0,54,0,78,0,87,3,4,0,0,2,3,51,5.9,4,46,8.7,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,0,32,2,30,6,1,10,50,7,38,0,0,0,1,0
987,3,RAIN,281,140,101,149,101,129,3,8,30.5,27.9,2,55,0,79,0,87,3,5,0,0,0,3,51,5.9,5,46,10.9,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
988,4,RAIN,281,140,101,149,101,129,3,8,31.1,28.1,0,56,0,80,0,84,3,4,0,0,1,3,51,5.9,4,46,8.7,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
989,5,RAIN,281,140,101,149,101,129,3,8,31.7,28.3,0,57,0,81,0,81,6,5,0,0,2,6,51,11.8,5,46,10.9,0,22,0.0,4,4,0,13,30,43.3,151.5,143,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
990,6,RAIN,281,140,101,149,101,129,3,8,31.5,28.5,0,57,0,82,0,4,7,5,0,0,2,7,51,13.7,5,46,10.9,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
991,7,RAIN,281,140,101,149,101,129,3,8,31.2,28.8,0,58,0,71,0,3,11,4,0,0,0,11,51,21.6,4,46,8.7,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
992,8,RAIN,281,140,101,149,101,129,3,8,30.6,29.2,0,59,0,72,0,3,10,5,0,0,1,10,51,19.6,5,46,10.9,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
993,9,RAIN,281,140,101,149,101,129,3,8,30.0,29.5,0,60,0,73,0,3,9,6,0,0,1,9,51,17.6,6,46,13.0,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
994,10,RAIN,281,140,101,149,101,129,3,8,29.8,29.5,0,59,0,74,0,2,9,7,0,1,1,9,51,17.6,7,46,15.2,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
995,11,RAIN,281,140,101,149,101,129,3,8,29.3,29.5,0,57,0,75,0,1,12,8,0,1,4,12,51,23.5,8,46,17.4,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
996,12,RAIN,281,140,101,149,101,129,3,8,28.3,29.3,0,58,0,76,0,1,13,7,1,2,2,13,51,25.5,7,46,15.2,1,22,4.5,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,38,0,0,0,0,0
997,13,RAIN,281,139,102,149,102,128,3,8,27.3,28.4,0,59,0,77,0,1,11,8,2,1,4,11,51,21.6,8,46,17.4,2,22,9.1,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,39,0,1,0,0,0
998,14,RAIN,281,139,102,149,102,128,3,8,26.8,27.8,0,59,0,78,0,1,7,7,1,1,3,7,51,13.7,7,46,15.2,1,22,4.5,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,39,0,0,0,0,0
999,15,RAIN,281,138,103,149,103,127,3,8,26.7,26.9,2,60,0,79,0,1,8,5,0,0,3,8,51,15.7,5,46,10.9,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,40,0,1,0,0,0
1000,16,RAIN,281,138,103,149,103,127,3,8,26.3,27.1,0,56,0,80,0,2,6,2,0,0,5,6,51,11.8,2,46,4.3,0,22,0.0,4,4,0,0,30,0.0,159.5,159,0,0,32,2,30,6,1,10,50,7,40,0,0,0,0,0
