tick,hour,weather,total_entities,alive_total,dead_total,births_total,deaths_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,min_thirst,max_thirst,min_hunger,max_hunger,desperate_count,sleeping_count,drinking_count,grazing_count,foraging_count,hunting_count,fleeing_count,water_drinkers,water_capacity,water_utilization_pct,grazers,grazing_capacity,grazing_utilization_pct,insect_feeders,insect_capacity,insect_utilization_pct,rangers,jeeps,active_long_trips,jeep_seats_taken,jeep_seat_capacity,jeep_occupancy_pct,avg_jeep_fuel,min_jeep_fuel,total_sightings,active_poachers,poacher_spawns_total,poachers_arrested_total,poachers_escaped_total,poached_animals_total,temporary_camps,temporary_camps_created,deaths_thirst,deaths_starvation,deaths_hunting,births_this_tick,deaths_this_tick,poachers_arrested_this_tick,poachers_escaped_this_tick,poached_animals_this_tick
1,1,CLEAR,100,92,0,0,0,67,3,22,23.0,29.6,2,47,1,56,0,53,0,0,0,0,0,0,51,0.0,0,46,0.0,0,22,0.0,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,CLEAR,100,92,0,0,0,67,3,22,25.0,30.6,4,49,2,57,0,52,0,0,1,0,0,0,51,0.0,0,46,0.0,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,CLEAR,100,92,0,0,0,67,3,22,27.0,31.4,6,51,3,58,0,49,0,0,1,0,0,0,51,0.0,0,46,0.0,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,CLEAR,100,92,0,0,0,67,3,22,29.0,32.1,8,53,4,59,0,46,0,1,2,0,0,0,51,0.0,1,46,2.2,2,22,9.1,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,CLEAR,100,92,0,0,0,67,3,22,31.0,32.4,10,55,0,60,0,39,0,1,1,0,0,0,51,0.0,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,CLEAR,100,92,0,0,0,67,3,22,33.0,33.0,12,57,0,61,0,9,2,2,1,0,0,2,51,3.9,2,46,4.3,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,CLEAR,100,92,0,0,0,67,3,22,34.4,33.3,14,59,0,62,0,10,3,1,1,0,0,3,51,5.9,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,CLEAR,100,92,0,0,0,67,3,22,35.6,33.8,0,61,0,63,0,10,2,0,1,0,0,2,51,3.9,0,46,0.0,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,CLEAR,100,92,0,0,0,67,3,22,37.3,34.8,0,63,0,64,0,10,2,0,0,0,0,2,51,3.9,0,46,0.0,0,22,0.0,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,CLEAR,100,92,0,0,0,67,3,22,38.7,35.8,2,65,1,65,0,10,4,2,0,0,0,4,51,7.8,2,46,4.3,0,22,0.0,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,CLEAR,100,92,0,0,0,67,3,22,39.5,36.2,1,67,2,65,0,10,7,3,0,0,0,7,51,13.7,3,46,6.5,0,22,0.0,4,4,0,0,30,0.0,160.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,CLEAR,101,92,0,0,0,67,3,22,39.9,36.4,0,69,0,66,0,9,11,3,1,0,0,11,51,21.6,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13,13,CLEAR,101,92,0,0,0,67,3,22,39.2,36.5,0,66,0,67,0,8,11,1,1,0,0,11,51,21.6,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14,14,CLEAR,101,92,0,0,0,67,3,22,38.4,36.9,0,68,1,68,0,6,10,2,1,0,0,10,51,19.6,2,46,4.3,1,22,4.5,4,4,0,0,30,0.0,160.0,160,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,15,CLEAR,101,92,0,0,0,67,3,22,38.1,37.4,0,70,0,69,0,5,7,1,0,0,0,7,51,13.7,1,46,2.2,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,16,CLEAR,101,92,0,0,0,67,3,22,38.3,38.1,0,72,1,70,0,3,9,1,0,0,0,9,51,17.6,1,46,2.2,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,17,CLEAR,101,92,0,0,0,67,3,22,38.1,39.0,0,74,0,71,0,2,11,2,0,0,0,11,51,21.6,2,46,4.3,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,18,CLEAR,101,92,0,0,0,67,3,22,37.3,39.4,0,74,1,72,0,17,9,2,0,0,0,9,51,17.6,2,46,4.3,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19,19,CLEAR,101,92,0,0,0,67,3,22,37.4,39.8,0,76,2,73,0,17,12,3,0,0,0,12,51,23.5,3,46,6.5,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,20,CLEAR,101,92,0,0,0,67,3,22,36.3,40.2,0,78,0,74,0,17,12,3,0,0,0,12,51,23.5,3,46,6.5,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,21,CLEAR,101,92,0,0,0,67,3,22,35.0,40.3,0,80,1,75,0,16,17,3,0,0,0,17,51,33.3,3,46,6.5,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,22,CLEAR,101,92,0,0,0,67,3,22,33.0,40.5,0,82,0,76,0,16,12,3,1,0,0,12,51,23.5,3,46,6.5,1,22,4.5,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23,23,CLEAR,101,92,0,0,0,67,3,22,31.8,40.4,0,84,0,77,0,18,14,1,1,0,0,14,51,27.5,1,46,2.2,1,22,4.5,4,4,0,26,30,86.7,158.2,158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,0,CLEAR,102,92,0,0,0,67,3,22,30.7,40.9,0,86,0,78,0,15,12,0,1,0,1,12,51,23.5,0,46,0.0,1,22,4.5,4,4,0,26,30,86.7,158.2,158,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1,CLEAR,102,92,0,0,0,67,3,22,29.6,41.7,0,88,0,79,0,16,9,1,0,0,3,9,51,17.6,1,46,2.2,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
26,2,CLEAR,102,92,0,0,0,67,3,22,29.7,42.4,0,90,1,80,0,17,8,3,0,0,3,8,51,15.7,3,46,6.5,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
27,3,CLEAR,102,92,0,0,0,67,3,22,30.1,42.5,0,92,2,81,0,16,10,4,0,0,0,10,51,19.6,4,46,8.7,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
28,4,CLEAR,102,92,0,0,0,67,3,22,29.2,42.6,2,94,0,82,0,18,17,3,0,0,0,17,51,33.3,3,46,6.5,0,22,0.0,4,4,0,26,30,86.7,158.2,158,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
29,5,CLEAR,102,92,0,0,0,67,3,22,26.6,42.9,0,87,0,83,0,19,16,4,2,0,0,16,51,31.4,4,46,8.7,2,22,9.1,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
30,6,CLEAR,102,92,0,0,0,67,3,22,24.9,42.2,0,89,1,84,0,3,12,6,3,0,0,12,51,23.5,6,46,13.0,3,22,13.6,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
31,7,CLEAR,102,92,0,0,0,67,3,22,23.7,41.1,0,91,0,85,0,4,7,4,4,0,0,7,51,13.7,4,46,8.7,4,22,18.2,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
32,8,CLEAR,102,92,0,0,0,67,3,22,24.0,40.2,0,93,0,86,0,5,6,4,3,0,0,6,51,11.8,4,46,8.7,3,22,13.6,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
33,9,CLEAR,102,92,0,0,0,67,3,22,24.4,39.5,0,74,0,87,0,7,5,3,3,0,0,5,51,9.8,3,46,6.5,3,22,13.6,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
34,10,CLEAR,102,92,0,0,0,67,3,22,25.0,38.9,2,76,0,88,0,8,8,3,3,1,0,8,51,15.7,3,46,6.5,3,22,13.6,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
35,11,CLEAR,102,92,0,0,0,67,3,22,24.9,38.5,0,75,0,89,0,7,6,5,3,1,0,6,51,11.8,5,46,10.9,3,22,13.6,4,4,0,20,30,66.7,156.5,156,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
36,12,CLEAR,103,92,0,0,0,67,3,22,25.4,37.6,0,77,0,90,0,8,3,5,1,1,1,3,51,5.9,5,46,10.9,1,22,4.5,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
37,13,CLEAR,103,92,0,0,0,67,3,22,26.6,36.9,0,79,1,91,0,8,4,7,2,1,1,4,51,7.8,7,46,15.2,2,22,9.1,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
38,14,CLEAR,103,92,0,0,0,67,3,22,27.7,35.8,0,76,0,92,0,7,2,8,1,1,0,2,51,3.9,8,46,17.4,1,22,4.5,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
39,15,CLEAR,103,92,0,0,0,67,3,22,29.1,34.3,0,78,0,93,0,6,2,8,2,1,0,2,51,3.9,8,46,17.4,2,22,9.1,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
40,16,CLEAR,103,92,0,0,0,67,3,22,30.5,33.0,2,80,0,94,0,6,2,6,1,1,0,2,51,3.9,6,46,13.0,1,22,4.5,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
41,17,CLEAR,103,91,1,0,1,66,3,22,31.9,31.6,0,82,0,95,0,5,2,7,2,0,1,2,51,3.9,7,46,15.2,2,22,9.1,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,1,0,1,0,0,0
42,18,CLEAR,103,91,1,0,1,66,3,22,33.5,30.4,0,84,0,96,0,32,3,5,2,0,0,3,51,5.9,5,46,10.9,2,22,9.1,4,4,0,20,30,66.7,156.5,156,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
43,19,CLEAR,103,91,1,0,1,66,3,22,34.6,30.0,2,86,0,97,0,32,3,4,2,0,0,3,51,5.9,4,46,8.7,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
44,20,CLEAR,103,91,1,0,1,66,3,22,36.0,29.5,0,88,0,98,0,32,3,6,2,0,0,3,51,5.9,6,46,13.0,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
45,21,CLEAR,103,91,1,0,1,66,3,22,37.5,28.6,0,90,0,99,0,31,7,3,1,0,0,7,51,13.7,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
46,22,CLEAR,103,90,2,0,2,65,3,22,37.5,27.8,2,66,0,93,0,26,8,0,2,0,1,8,51,15.7,0,46,0.0,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,1,0,0,0
47,23,CLEAR,103,90,2,0,2,65,3,22,37.3,28.5,0,68,0,94,0,27,10,1,1,0,1,10,51,19.6,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0
48,0,CLEAR,106,93,2,3,2,67,3,23,36.6,28.6,0,68,1,95,0,23,8,2,1,0,1,8,51,15.7,2,46,4.3,1,22,4.5,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,3,0,0,0,0
49,1,CLEAR,106,93,2,3,2,67,3,23,36.5,28.9,0,70,0,96,0,25,9,2,0,0,1,9,51,17.6,2,46,4.3,0,22,0.0,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0
50,2,CLEAR,106,93,2,3,2,67,3,23,36.2,29.4,0,72,1,97,0,22,10,2,0,0,0,10,51,19.6,2,46,4.3,0,22,0.0,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0
51,3,CLEAR,106,93,2,3,2,67,3,23,35.9,30.1,0,74,0,98,0,23,14,4,0,0,0,14,51,27.5,4,46,8.7,0,22,0.0,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0
52,4,CLEAR,106,93,2,3,2,67,3,23,34.3,30.2,0,70,0,99,0,26,14,3,2,0,0,14,51,27.5,3,46,6.5,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0
53,5,CLEAR,106,92,3,3,3,66,3,23,32.6,29.0,0,68,1,93,0,27,15,3,2,0,0,15,51,29.4,3,46,6.5,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,2,1,0,1,0,0,0
54,6,CLEAR,106,92,3,3,3,66,3,23,31.2,28.6,0,70,0,94,0,4,11,3,3,0,3,11,51,21.6,3,46,6.5,3,22,13.6,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,2,1,0,0,0,0,0
55,7,CLEAR,106,91,4,3,4,65,3,23,31.0,28.0,0,72,0,75,0,5,11,1,1,0,4,11,51,21.6,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,2,2,0,1,0,0,0
56,8,CLEAR,106,91,4,3,4,65,3,23,30.3,28.4,0,68,1,76,0,5,10,2,2,0,4,10,51,19.6,2,46,4.3,2,22,9.1,4,4,0,0,30,0.0,155.8,155,1,2,3,0,1,0,0,0,0,2,2,0,0,0,0,0
57,9,CLEAR,106,91,4,3,4,65,3,23,29.4,28.5,0,70,0,77,0,6,12,3,1,0,0,12,51,23.5,3,46,6.5,1,22,4.5,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,0,0,0,0,2,2,0,0,0,0,0
58,10,CLEAR,106,91,4,3,4,65,3,23,28.2,28.5,0,72,0,74,0,6,9,3,0,0,2,9,51,17.6,3,46,6.5,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,0,0,0,0,2,2,0,0,0,0,0
59,11,CLEAR,106,91,4,3,4,65,3,23,28.2,28.6,0,74,1,73,0,8,10,4,0,0,3,10,51,19.6,4,46,8.7,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,0,0,0,0,2,2,0,0,0,0,0
60,12,CLEAR,106,91,4,3,4,65,3,23,27.8,28.5,0,70,2,74,0,8,11,5,0,0,5,11,51,21.6,5,46,10.9,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,0,0,0,0,2,2,0,0,0,0,0
61,13,CLEAR,106,90,5,3,5,64,3,23,26.8,28.5,2,72,0,75,0,8,14,3,0,0,1,14,51,27.5,3,46,6.5,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,1,0,0,0,2,2,0,1,0,0,1
62,14,CLEAR,106,90,5,3,5,64,3,23,25.5,28.7,0,74,1,76,0,7,10,6,0,0,0,10,51,19.6,6,46,13.0,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,1,0,0,0,2,2,0,0,0,0,0
63,15,CLEAR,106,89,6,3,6,63,3,23,25.2,28.2,0,76,0,77,0,7,12,6,0,0,0,12,51,23.5,6,46,13.0,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,1,0,0,1
64,16,CLEAR,106,89,6,3,6,63,3,23,23.9,27.7,0,68,0,78,0,7,10,2,0,0,0,10,51,19.6,2,46,4.3,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
65,17,CLEAR,106,89,6,3,6,63,3,23,23.4,28.2,0,66,0,79,0,7,8,1,0,0,0,8,51,15.7,1,46,2.2,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
66,18,CLEAR,106,89,6,3,6,63,3,23,23.6,28.9,0,68,1,80,0,47,3,1,0,1,0,3,51,5.9,1,46,2.2,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
67,19,CLEAR,106,89,6,3,6,63,3,23,25.1,29.6,0,70,0,81,0,50,1,1,0,1,0,1,51,2.0,1,46,2.2,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
68,20,CLEAR,106,89,6,3,6,63,3,23,26.8,30.3,2,72,1,82,0,53,2,2,0,1,0,2,51,3.9,2,46,4.3,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
69,21,CLEAR,106,89,6,3,6,63,3,23,28.2,30.8,4,74,0,83,0,50,3,2,0,1,0,3,51,5.9,2,46,4.3,0,22,0.0,4,4,1,5,30,16.7,154.5,154,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
70,22,CLEAR,106,89,6,3,6,63,3,23,29.3,31.2,0,76,1,84,0,50,2,4,0,1,0,2,51,3.9,4,46,8.7,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
71,23,CLEAR,106,89,6,3,6,63,3,23,30.7,31.0,2,78,2,83,0,50,4,6,0,1,0,4,51,7.8,6,46,13.0,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
72,0,CLEAR,111,94,6,8,6,67,3,24,31.2,29.8,0,70,0,79,0,45,4,6,0,1,0,4,51,7.8,6,46,13.0,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,2,3,0,1,2,0,0,0,2,2,5,0,0,0,0
73,1,CLEAR,111,94,6,8,6,67,3,24,32.1,29.4,0,72,0,77,0,51,6,7,0,1,0,6,51,11.8,7,46,15.2,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,2,3,0,1,2,0,0,0,2,2,0,0,0,0,0
74,2,CLEAR,111,94,6,8,6,67,3,24,32.4,28.9,1,72,0,78,0,49,8,6,2,1,0,8,51,15.7,6,46,13.0,2,22,9.1,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,1,0
75,3,CLEAR,111,94,6,8,6,67,3,24,32.6,27.9,0,74,0,79,0,50,8,3,2,1,0,8,51,15.7,3,46,6.5,2,22,9.1,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
76,4,CLEAR,111,94,6,8,6,67,3,24,32.7,27.8,0,68,0,80,0,47,9,2,2,1,0,9,51,17.6,2,46,4.3,2,22,9.1,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
77,5,CLEAR,111,94,6,8,6,67,3,24,32.6,28.1,0,70,0,81,0,47,7,1,0,1,0,7,51,13.7,1,46,2.2,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
78,6,CLEAR,111,94,6,8,6,67,3,24,32.8,29.1,0,72,0,82,0,5,6,0,0,1,1,6,51,11.8,0,46,0.0,0,22,0.0,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
79,7,CLEAR,111,94,6,8,6,67,3,24,33.8,30.1,0,74,1,83,0,6,8,0,1,1,7,8,51,15.7,0,46,0.0,1,22,4.5,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
80,8,CLEAR,111,94,6,8,6,67,3,24,33.7,30.9,0,71,2,84,0,6,12,0,2,1,3,12,51,23.5,0,46,0.0,2,22,9.1,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
81,9,CLEAR,111,94,6,8,6,67,3,24,32.7,31.3,0,66,3,85,0,6,14,0,2,1,2,14,51,27.5,0,46,0.0,2,22,9.1,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
82,10,CLEAR,111,94,6,8,6,67,3,24,31.2,32.0,0,68,0,86,0,6,13,2,1,1,1,13,51,25.5,2,46,4.3,1,22,4.5,4,4,1,5,30,16.7,153.2,153,0,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0
83,11,CLEAR,111,94,6,8,6,67,3,24,30.2,32.1,0,68,0,87,0,7,13,3,1,1,2,13,51,25.5,3,46,6.5,1,22,4.5,4,4,1,5,30,16.7,153.2,153,0,0,3,0,3,2,0,0,0,2,2,0,0,0,1,0
84,12,CLEAR,111,94,6,8,6,67,3,24,29.1,32.1,0,70,0,88,0,8,14,4,1,1,2,14,51,27.5,4,46,8.7,1,22,4.5,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
85,13,CLEAR,111,94,6,8,6,67,3,24,27.7,31.8,0,68,0,89,0,7,15,3,0,1,2,15,51,29.4,3,46,6.5,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
86,14,CLEAR,111,94,6,8,6,67,3,24,26.2,32.0,0,64,0,90,0,6,13,3,0,1,5,13,51,25.5,3,46,6.5,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
87,15,CLEAR,111,94,6,8,6,67,3,24,25.1,32.6,0,60,0,91,0,6,13,4,0,1,6,13,51,25.5,4,46,8.7,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
88,16,CLEAR,111,94,6,8,6,67,3,24,24.1,32.5,0,58,1,92,0,6,9,7,0,1,3,9,51,17.6,7,46,15.2,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
89,17,CLEAR,111,94,6,8,6,67,3,24,23.9,31.7,0,60,0,93,0,6,10,7,0,1,8,10,51,19.6,7,46,15.2,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,2,0,0,0,0,0
90,18,CLEAR,111,93,7,8,7,66,3,24,24.0,30.6,0,62,0,93,0,29,9,2,1,0,0,9,51,17.6,2,46,4.3,1,22,4.5,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,1,0,0,0
91,19,CLEAR,111,93,7,8,7,66,3,24,23.8,31.0,0,64,0,94,0,34,7,1,1,0,1,7,51,13.7,1,46,2.2,1,22,4.5,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,0,0,0,0
92,20,CLEAR,111,93,7,8,7,66,3,24,24.2,31.4,0,66,1,95,0,37,10,1,2,0,0,10,51,19.6,1,46,2.2,2,22,9.1,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,0,0,0,0
93,21,CLEAR,111,93,7,8,7,66,3,24,24.2,31.8,0,68,0,96,0,38,9,2,3,0,0,9,51,17.6,2,46,4.3,3,22,13.6,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,0,0,0,0
94,22,CLEAR,111,93,7,8,7,66,3,24,23.8,31.4,0,68,1,97,0,40,10,5,3,0,1,10,51,19.6,5,46,10.9,3,22,13.6,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,0,0,0,0
95,23,CLEAR,111,93,7,8,7,66,3,24,24.0,30.4,0,70,0,98,0,40,7,5,0,0,0,7,51,13.7,5,46,10.9,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,0,3,0,3,2,0,0,0,2,3,0,0,0,0,0
96,0,CLEAR,117,98,7,13,7,71,3,24,24.2,29.6,0,72,0,99,0,41,4,3,0,0,2,4,51,7.8,3,46,6.5,0,22,0.0,4,4,1,5,30,16.7,152.0,152,0,1,4,0,3,2,0,0,0,2,3,5,0,0,0,0
97,1,CLEAR,117,97,8,13,8,70,3,24,25.3,29.5,0,74,0,65,0,49,4,3,2,0,1,4,51,7.8,3,46,6.5,2,22,9.1,4,4,1,5,30,16.7,152.0,152,0,1,4,0,3,2,0,0,0,3,3,0,1,0,0,0
98,2,CLEAR,117,97,8,13,8,70,3,24,26.5,29.2,0,70,1,64,0,52,5,4,3,0,1,5,51,9.8,4,46,8.7,3,22,13.6,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
99,3,CLEAR,117,97,8,13,8,70,3,24,27.1,28.5,2,68,0,65,0,51,8,3,4,0,1,8,51,15.7,3,46,6.5,4,22,18.2,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
100,4,CLEAR,117,97,8,13,8,70,3,24,27.1,28.4,0,68,0,64,0,50,9,3,2,0,0,9,51,17.6,3,46,6.5,2,22,9.1,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
101,5,CLEAR,117,97,8,13,8,70,3,24,26.8,28.4,0,70,0,65,0,51,7,3,3,0,0,7,51,13.7,3,46,6.5,3,22,13.6,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
102,6,CLEAR,117,97,8,13,8,70,3,24,27.3,27.9,0,72,0,66,0,6,2,5,2,0,7,2,51,3.9,5,46,10.9,2,22,9.1,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
